_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1572197908,2/2/2018 13:31:33,false,3327209042,,2/2/2018 13:30:58,false,clixsense,0.9706,6335115,SRB,02,Subotica,109.93.88.75,NONE,Google,,Intel,,D506205855,,True,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","Companies like <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, MasterCard, Acer, and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> are also planning to adopt NFC in their systems to better their services in many countries worldwide.","Companies like *Intel*, MasterCard, Acer, and §Google$ are also planning to adopt NFC in their systems to better their services in many countries worldwide."
1572197908,2/2/2018 13:32:31,false,3327212954,,2/2/2018 13:30:55,false,tremorgames,1.0,30118765,MDA,58,Tiraspol,95.153.106.17,NONE,Google,,Intel,,D506205855,,True,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","Companies like <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, MasterCard, Acer, and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> are also planning to adopt NFC in their systems to better their services in many countries worldwide.","Companies like *Intel*, MasterCard, Acer, and §Google$ are also planning to adopt NFC in their systems to better their services in many countries worldwide."
1572197908,2/3/2018 10:36:48,false,3331413491,,2/3/2018 10:36:25,false,clixsense,0.8529,40557293,SRB,00,Belgrade,87.116.179.245,NONE,Google,,Intel,,D506205855,,True,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","Companies like <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, MasterCard, Acer, and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> are also planning to adopt NFC in their systems to better their services in many countries worldwide.","Companies like *Intel*, MasterCard, Acer, and §Google$ are also planning to adopt NFC in their systems to better their services in many countries worldwide."
1572197909,2/2/2018 13:33:04,false,3327215461,,2/2/2018 13:32:26,false,neodev,1.0,38833704,VEN,11,Punto Fijo,186.94.248.51,BETTER,Samsung,,Toshiba,,I1260192556,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","In fact, the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> is superior to the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> in all aspects except for the black level and the on-board audio.","In fact, the *Toshiba* is superior to the §Samsung$ in all aspects except for the black level and the on-board audio."
1572197909,2/2/2018 13:33:07,false,3327215668,,2/2/2018 13:32:28,false,elite,0.8333,43548179,VEN,15,Cúa,190.75.37.116,BETTER,Samsung,,Toshiba,,I1260192556,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","In fact, the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> is superior to the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> in all aspects except for the black level and the on-board audio.","In fact, the *Toshiba* is superior to the §Samsung$ in all aspects except for the black level and the on-board audio."
1572197909,2/2/2018 13:36:26,false,3327228672,,2/2/2018 13:32:30,false,clixsense,0.8571,39700030,POL,77,Tarnow,37.190.141.112,BETTER,Samsung,,Toshiba,,I1260192556,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","In fact, the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> is superior to the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> in all aspects except for the black level and the on-board audio.","In fact, the *Toshiba* is superior to the §Samsung$ in all aspects except for the black level and the on-board audio."
1572197909,2/2/2018 18:08:02,false,3328268768,,2/2/2018 18:06:34,false,clixsense,0.8571,43937765,UKR,04,Dnepropetrovsk,46.98.199.167,BETTER,Samsung,,Toshiba,,I1260192556,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","In fact, the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> is superior to the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> in all aspects except for the black level and the on-board audio.","In fact, the *Toshiba* is superior to the §Samsung$ in all aspects except for the black level and the on-board audio."
1572197910,2/2/2018 13:34:13,false,3327220001,,2/2/2018 13:33:47,false,clixsense,0.9375,43827456,LKA,"","",175.157.196.185,NONE,Ferrari,,Renault,,E701766375,,False,Samsung and Motorola both did a purchase.,"Federico Gasperetti (ITA)/Federico <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> (ITA) <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> Mégane R.S. N4",Federico Gasperetti (ITA)/Federico *Ferrari* (ITA) §Renault$ Mégane R.S. N4
1572197910,2/2/2018 13:34:23,false,3327220590,,2/2/2018 13:33:48,false,neodev,0.9167,38713068,VEN,25,Caracas,186.185.164.154,NONE,Ferrari,,Renault,,E701766375,,False,Samsung and Motorola both did a purchase.,"Federico Gasperetti (ITA)/Federico <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> (ITA) <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> Mégane R.S. N4",Federico Gasperetti (ITA)/Federico *Ferrari* (ITA) §Renault$ Mégane R.S. N4
1572197910,2/2/2018 13:35:08,false,3327223502,,2/2/2018 13:33:48,false,clixsense,1.0,39517779,GRC,13,Thessaloníki,79.103.7.80,NONE,Ferrari,,Renault,,E701766375,,False,Samsung and Motorola both did a purchase.,"Federico Gasperetti (ITA)/Federico <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> (ITA) <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> Mégane R.S. N4",Federico Gasperetti (ITA)/Federico *Ferrari* (ITA) §Renault$ Mégane R.S. N4
